,MD_EARN_WNE_P10,MD_EARN_WNE_P8,MD_EARN_WNE_P6,INSTNM,population_2019,GRAD_DEBT_MDN,FIRST_GEN,MARRIED,ADM_RATE,SAT_AVG,POVERTY_RATE,Geographic Area,Geographic Area,LN_MEDIAN_HH_INC,COSTT4_A,UGDS_WHITE,MEDIAN_HH_INC,MD_EARN_WNE_P8,MD_EARN_WNE_P10
707,35700,36100,32800,Louisiana State University-Shreveport,"187,112",21250,0.402714932,0.136326531,0.8652,1133.0,14.35999966,"shreveport , louisiana","shreveport , louisiana",10.73999977,17712.0,0.5223,47946.96,36100,35700
710,47100,38300,31700,Loyola University New Orleans,"390,144",26000,0.192807193,0.012138189,0.9431,1192.0,9.220000267,"new orleans , louisiana","new orleans , louisiana",11.05000019,52842.0,0.4665,67759.61,38300,47100
711,38200,36600,32600,McNeese State University,"78,396",21751,0.384801549,0.074672489,0.7032,1127.0,14.47999954,"lake charles , louisiana","lake charles , louisiana",10.72999954,18978.0,0.6782,47295.56,36600,38200
712,37800,34500,31500,University of New Orleans,"390,144",17500,0.406360424,0.049031238,0.5726,1136.0,14,"new orleans , louisiana","new orleans , louisiana",10.81999969,19331.0,0.4957,51940.24,34500,37800
714,39500,40100,36500,University of Holy Cross,"390,144",31000,0.48988764,0.108695652,0.3534,,13.59000015,"new orleans , louisiana","new orleans , louisiana",10.84000015,21515.0,0.4577,52742.13,40100,39500
715,47200,45400,45100,Franciscan Missionaries of Our Lady University,"220,236",24687,0.473602485,0.219409283,0.592,1120.0,12.52000046,"baton rouge , louisiana","baton rouge , louisiana",10.85000038,24610.0,0.6616,54007.12,45400,47200
717,26800,22200,21900,Remington College-Lafayette Campus,"126,185",14120,0.594666294,0.153711023,,,15.46000004,"lafayette , louisiana","lafayette , louisiana",10.73999977,27232.0,0.2772,48574.41,22200,26800
720,34700,30900,27300,Southern University and A & M College,"220,236",31000,0.396600567,0.017757009,0.3724,1019.0,18.37000084,"baton rouge , louisiana","baton rouge , louisiana",10.67000008,23377.0,0.0228,45854.37,30900,34700
721,28600,25000,24800,Southern University at New Orleans,"390,144",31031,0.496009122,0.054716981,0.3009,925.0,19.72999954,"new orleans , louisiana","new orleans , louisiana",10.64999962,12702.0,0.0168,43920.92,25000,28600
722,25000,25100,22900,Southern University at Shreveport,"187,112",17250,0.493909192,0.053068759,,,19.95000076,"shreveport , louisiana","shreveport , louisiana",10.59000015,16149.0,0.0619,41497.02,25100,25000
723,39900,36600,32800,University of Louisiana at Lafayette,"126,185",21426,0.384858044,0.071235195,0.5599,1202.0,15.47999954,"lafayette , louisiana","lafayette , louisiana",10.72000027,20807.0,0.6496,47090.8,36600,39900
724,61700,51600,42800,Tulane University of Louisiana,"390,144",21370,0.180011689,0.054353855,0.1733,1428.0,9.210000038,"new orleans , louisiana","new orleans , louisiana",11.06000042,69517.0,0.6918,69803.28,51600,61700
728,38700,36200,33000,University of Southern Maine,"66,215",20500,0.328369906,0.08357453,0.8543,1050.0,7.03000021,"portland , maine","portland , maine",10.93999958,19385.0,0.7906,58065.5,36200,38700
731,58000,55000,41300,University of Baltimore,"593,490",21500,0.399002494,0.114730878,0.784,1020.0,8.93999958,"baltimore , maryland","baltimore , maryland",11.02999973,25674.0,0.3246,65721.01,55000,58000
732,45800,38400,32100,Bowie State University,"58,643",22750,0.355200691,0.043237251,0.3801,,6.909999847,"bowie , maryland","bowie , maryland",11.19999981,21623.0,0.0194,77046.6,38400,45800
733,38100,34500,28500,Coppin State University,"593,490",24076,0.472,0.080116533,0.3821,958.0,13.56000042,"baltimore , maryland","baltimore , maryland",10.84000015,17464.0,0.0224,54222.17,34500,38100
735,36000,33200,27700,Frederick Community College,"72,244",8125,0.433986928,0.156357388,,,3.559999943,"frederick , maryland","frederick , maryland",11.26000023,11255.0,0.6087,79129.42,33200,36000
737,45300,40800,35500,Hood College,"72,244",25000,0.311111111,0.056410256,0.7138,,4.559999943,"frederick , maryland","frederick , maryland",11.23999977,53017.0,0.5757,78949.51,40800,45300
738,73200,69300,62700,Johns Hopkins University,"593,490",15500,0.131271478,0.036423841,0.1148,1513.0,6.179999828,"baltimore , maryland","baltimore , maryland",11.22999954,69863.0,0.3061,81539.46,69300,73200
741,55000,48200,40800,University of Maryland-Baltimore County,"593,490",19875,0.274018127,0.047003848,0.5794,1274.0,4.920000076,"baltimore , maryland","baltimore , maryland",11.27999973,24522.0,0.4005,83010.29,48200,55000
743,40700,36400,30700,Montgomery College,"68,079",10398,0.436211973,0.099624304,,,5.420000076,"rockville , maryland","rockville , maryland",11.34000015,14042.0,0.2248,87732.1,36400,40700
744,40500,33200,27900,Morgan State University,"593,490",29473,0.33101188,0.030474841,0.6625,998.0,10.52000046,"baltimore , maryland","baltimore , maryland",11,24084.0,0.0175,63566.62,33200,40500
746,51800,42200,42400,Notre Dame of Maryland University,"593,490",22880,0.40942928,0.205949657,0.8763,1069.0,6.710000038,"baltimore , maryland","baltimore , maryland",11.11999989,50492.0,0.3856,70799.46,42200,51800
750,46000,40900,37600,American International College,"153,606",27000,0.405737705,0.037426901,0.6839,1010.0,10.44999981,"springfield , massachusetts","springfield , massachusetts",10.97999954,47742.0,0.3787,62232.99,40900,46000
751,55200,50400,45900,Assumption College,"185,428",27000,0.175290391,0.028,0.8107,,4.75,"worcester , massachusetts","worcester , massachusetts",11.25,53303.0,0.7532,80096.93,50400,55200
754,32100,32900,29100,Bay State College,"692,600",25813,0.462427746,0.108490566,0.6927,,9.590000153,"boston , massachusetts","boston , massachusetts",11.02999973,39751.0,0.4386,64103.41,32900,32100
756,43800,36800,34600,Becker College,"185,428",26000,0.329067642,0.054375531,0.6634,1087.0,7.159999847,"worcester , massachusetts","worcester , massachusetts",11.09000015,53368.0,0.6864,68777.13,36800,43800
758,30300,27700,21300,Berklee College of Music,"692,600",25000,0.212336245,0.11409396,0.4764,,6.550000191,"boston , massachusetts","boston , massachusetts",11.18000031,63027.0,0.4346,77216.67,27700,30300
761,65300,56900,49200,Boston University,"692,600",25000,0.169382716,0.008585738,0.2209,1420.0,5.769999981,"boston , massachusetts","boston , massachusetts",11.26000023,70216.0,0.3741,83140.68,56900,65300
763,31800,29800,27000,Bristol Community College,"89,541",7000,0.507383672,0.08510158,,,9.930000305,"fall river , massachusetts","fall river , massachusetts",10.86999989,10920.0,0.684,55587.4,29800,31800
765,35100,32900,29300,Bunker Hill Community College,"692,600",8721,0.548970252,0.114403974,,,12.27000046,"boston , massachusetts","boston , massachusetts",10.96000004,12370.0,0.1989,59542.29,32900,35100
766,38100,37300,35100,Cambridge College,"692,600",21669,0.509383378,0.211618257,,,12.40999985,"boston , massachusetts","boston , massachusetts",10.93000031,27140.0,0.1739,59111.58,37300,38100
770,42300,38200,34500,Eastern Nazarene College,"94,470",26500,0.300940439,0.068493151,0.6368,1054.0,7.130000114,"quincy , massachusetts","quincy , massachusetts",11.10000038,43845.0,0.5106,69305.79,38200,42300
774,34900,33100,29400,Fisher College,"692,600",24339,0.467741936,0.111725664,0.6728,,9.100000381,"boston , massachusetts","boston , massachusetts",11.02000046,47384.0,0.2642,64964.31,33100,34900
775,45800,42200,36300,Framingham State University,"74,416",25000,0.322507123,0.033384694,0.7329,1046.0,4.510000229,"framingham , massachusetts","framingham , massachusetts",11.27000046,24923.0,0.6259,80769.61,42200,45800
776,41700,38300,32700,Benjamin Franklin Institute of Technology,"692,600",12000,0.487804878,0.069642857,,,10.69999981,"boston , massachusetts","boston , massachusetts",11.02000046,24621.0,0.2036,63760.7,38300,41700
777,89700,84100,70300,Harvard University,"118,927",13750,0.25708061,0.063589744,0.0473,1520.0,7.769999981,"cambridge , massachusetts","cambridge , massachusetts",11.17000008,71135.0,0.4054,76879.55,84100,89700
781,38700,35600,32200,Lesley University,"118,927",22748,0.28742515,0.066964286,0.7572,1128.0,6.550000191,"cambridge , massachusetts","cambridge , massachusetts",11.14999962,45871.0,0.601,73324.38,35600,38700
784,53300,47400,41600,University of Massachusetts-Lowell,"110,997",25000,0.317661488,0.069866568,0.7183,1240.0,6.539999962,"lowell , massachusetts","lowell , massachusetts",11.19999981,28201.0,0.5986,76546.63,47400,53300
785,48200,44000,39300,University of Massachusetts-Boston,"692,600",23041,0.430542986,0.072298183,0.7761,,9.010000229,"boston , massachusetts","boston , massachusetts",11.09000015,23356.0,0.3371,68463.25,44000,48200
786,116000,103300,75700,MCPHS University,"692,600",25500,0.304878049,0.045092838,0.9348,1144.0,6.940000057,"boston , massachusetts","boston , massachusetts",11.14000034,51537.0,0.3641,72630.13,103300,116000
787,36200,32500,28500,Massachusetts College of Art and Design,"692,600",26000,0.22515528,0.020618557,0.6719,,6.429999828,"boston , massachusetts","boston , massachusetts",11.18000031,28776.0,0.61,75629.56,32500,36200
792,35100,33100,29000,Massasoit Community College,"95,708",9135,0.460940392,0.091420118,,,6.690000057,"brockton , massachusetts","brockton , massachusetts",11.14000034,13336.0,0.4941,70681.61,33100,35100
794,35400,32900,30300,Middlesex Community College,"57,341",6950,0.497635504,0.09741784,,,8.020000458,"bedford , massachusetts","medford , massachusetts",11.15999985,9151.0,0.5329,74158.56,32900,35400
801,67400,61100,54400,Northeastern University,"692,600",24855,0.185158151,0.04455217,0.1934,1466.0,5.690000057,"boston , massachusetts","boston , massachusetts",11.23999977,67894.0,0.4523,80190.89,61100,67400
802,32400,30400,28500,Northern Essex Community College,"64,014",9750,0.509319463,0.087676056,,,10.34000015,"haverhill , massachusetts","haverhill , massachusetts",11.01000023,13631.0,0.4421,64439.94,30400,32400
803,46200,44700,43100,College of Our Lady of the Elms,"55,126",25000,0.351664255,0.116429496,0.6747,1070.0,9.180000305,"chicopee , massachusetts","chicopee , massachusetts",10.96000004,47180.0,0.5546,59687.78,44700,46200
806,41800,39300,36800,Quincy College,"94,470",14250,0.480050399,0.15258216,,,8.329999924,"quincy , massachusetts","quincy , massachusetts",11.09000015,18015.0,0.3904,67749.75,39300,41800
807,34900,32300,30100,Quinsigamond Community College,"185,428",14990,0.477044694,0.124787156,,,10.56000042,"worcester , massachusetts","worcester , massachusetts",10.96000004,12302.0,0.5225,60390.02,32300,34900
808,47500,46700,35800,Regis College,"692,600",26000,0.348797251,0.057926829,0.7753,,8.619999886,"weston , massachusetts","boston , massachusetts",11.10999966,56683.0,0.476,71565.88,46700,47500
809,47500,46700,35800,Regis College,"88,414",26000,0.348797251,0.057926829,0.7753,,8.619999886,"weston , massachusetts","newton , massachusetts",11.10999966,56683.0,0.476,71565.88,46700,47500
810,55800,49500,47200,Simmons University,"692,600",25000,0.203939745,0.025527192,0.6972,1228.0,6.059999943,"boston , massachusetts","boston , massachusetts",11.19999981,57361.0,0.6335,77652.59,49500,55800
811,45100,42200,38500,Springfield College,"153,606",26000,0.313887128,0.106703911,0.6317,1156.0,9.729999542,"springfield , massachusetts","springfield , massachusetts",11,51604.0,0.7351,64281.13,42200,45100
812,31700,29400,26800,Springfield Technical Community College,"153,606",5727,0.480590062,0.10192249,,,14.76000023,"springfield , massachusetts","springfield , massachusetts",10.77999973,13254.0,0.4293,50724.42,29400,31700
814,53100,46800,42300,Suffolk University,"692,600",27000,0.296502788,0.016301817,0.8533,1131.0,6.079999924,"boston , massachusetts","boston , massachusetts",11.18999958,52681.0,0.4749,76214.79,46800,53100
817,65100,57900,53300,Wentworth Institute of Technology,"692,600",26000,0.24718398,0.023738872,0.7604,1183.0,5.420000076,"boston , massachusetts","boston , massachusetts",11.19999981,50348.0,0.6291,76699.8,57900,65100
818,54900,48400,44900,Western New England University,"153,606",26968,0.245495496,0.007022472,0.8537,1160.0,5.150000095,"springfield , massachusetts","springfield , massachusetts",11.18999958,50234.0,0.744,76363.81,48400,54900
822,48200,43700,37900,Worcester State University,"185,428",20000,0.356449376,0.043807919,0.7785,,7.159999847,"worcester , massachusetts","worcester , massachusetts",11.09000015,20923.0,0.6483,68531.82,43700,48200
825,44800,41800,36200,Calvin University,"201,013",23000,0.13225256,0.012468828,0.7897,1270.0,5.46999979,"grand rapids , michigan","grand rapids , michigan",11.13000011,46150.0,0.6885,70660.49,41800,44800
827,32100,31200,29400,Carnegie Institute,"84,092",10776,0.538961039,0.327683616,,,6.909999847,"troy , michigan","troy , michigan",11.10999966,22943.0,0.8731,69971.87,31200,32100
829,25800,23000,20600,Mott Community College,"95,538",16166,0.402874006,0.091613491,,,11.97999954,"flint , michigan","flint , michigan",10.88000011,10928.0,0.6809,55618.75,23000,25800
831,39100,36000,28700,Concordia University-Ann Arbor,"119,980",25000,0.318387909,0.117457393,0.4885,1085.0,5.5,"ann arbor , michigan","ann arbor , michigan",11.13000011,42563.0,0.767,70459.21,36000,39100
832,44100,39500,32800,College for Creative Studies,"670,031",27000,0.228360958,0.024221453,0.4216,1097.0,6.550000191,"detroit , michigan","detroit , michigan",11.14999962,56469.0,0.549,74293.04,39500,44100
833,30700,29800,31400,Davenport University,"201,013",26000,0.398606272,0.176996805,0.8933,,10.02000046,"grand rapids , michigan","grand rapids , michigan",10.90999985,28270.0,0.6849,56679.53,29800,30700
835,47100,46700,45100,University of Detroit Mercy,"670,031",24250,0.287119857,0.075060533,0.8298,1163.0,10.15999985,"detroit , michigan","detroit , michigan",11.01000023,53947.0,0.5959,64142.33,46700,47100
839,28600,31100,23800,Grace Christian University,"75,667",23080,0.517053206,0.365853659,0.2837,,5.920000076,"wyoming , michigan","wyoming , michigan",11.02000046,20871.0,0.5397,62527.83,31100,28600
840,35400,34500,32900,Cornerstone University,"201,013",26168,0.347674419,0.210355987,0.7339,1089.0,7.809999943,"grand rapids , michigan","grand rapids , michigan",11.02000046,39507.0,0.779,63718.46,34500,35400
841,31300,29000,25200,Grand Rapids Community College,"201,013",9750,0.41426635,0.084775594,,,7.090000153,"grand rapids , michigan","grand rapids , michigan",11.02000046,12389.0,0.6159,62852.11,29000,31300
843,31400,27900,23900,Henry Ford College,"93,932",16314,0.507246377,0.096959013,,,14.10000038,"dearborn , michigan","dearborn , michigan",10.85999966,9651.0,0.5591,54248.21,27900,31400
845,30000,29600,24700,Kalamazoo Valley Community College,"76,200",10790,0.384593191,0.093990755,,,7.690000057,"kalamazoo , michigan","kalamazoo , michigan",10.93999958,9530.0,0.6917,58190.07,29600,30000
846,31500,29500,25700,Kellogg Community College,"51,093",16912,0.480498375,0.150613787,,,6.900000095,"battle creek , michigan","battle creek , michigan",10.92000008,12686.0,0.7036,55749.75,29500,31500
847,31900,30000,25900,Lansing Community College,"118,210",13358,0.381401888,0.101679929,,,7.489999771,"lansing , michigan","lansing , michigan",11,9430.0,0.6775,61402.42,30000,31900
848,55300,49600,46300,Lawrence Technological University,"72,689",27000,0.222772277,0.040435459,0.7772,1174.0,6.420000076,"southfield , michigan","southfield , michigan",11.14999962,45692.0,0.667,73119.88,49600,55300
849,32500,29400,26600,Macomb Community College,"133,943",7000,0.486683739,0.095004897,,,6.659999847,"warren , michigan","warren , michigan",11.10000038,12691.0,0.6951,68409.6,29400,32500
850,40900,39800,38200,Madonna University,"93,665",25000,0.417675545,0.111471862,0.7827,1078.0,6.639999866,"livonia , michigan","livonia , michigan",11.14999962,30767.0,0.6244,72787.1,39800,40900
852,35300,32400,31600,Rochester University,"74,516",23000,0.405923345,0.142857143,1.0,1002.0,7.159999847,"rochester hills , michigan","rochester hills , michigan",11.13000011,30039.0,0.7189,72043.03,32400,35300
853,63400,57500,49800,University of Michigan-Ann Arbor,"119,980",17500,0.205721846,0.023237557,0.2283,1434.0,5.889999866,"ann arbor , michigan","ann arbor , michigan",11.18999958,29407.0,0.5853,77145.9,57500,63400
855,48600,40600,37600,University of Michigan-Dearborn,"93,932",23750,0.381810382,0.078888054,0.7797,1195.0,8.739999771,"dearborn , michigan","dearborn , michigan",11.06999969,19694.0,0.6884,67620.59,40600,48600
856,40600,37100,32500,University of Michigan-Flint,"95,538",26000,0.367940199,0.148277197,0.6626,1097.0,7.760000229,"flint , michigan","flint , michigan",11.03999996,20991.0,0.7004,64807.7,37100,40600
857,43100,41100,36000,Oakland University,"74,516",24366,0.324252609,0.046957672,0.8391,1145.0,5.739999771,"rochester hills , michigan","rochester hills , michigan",11.22000027,21231.0,0.7388,78696.54,41100,43100
862,32700,30200,27500,Schoolcraft College,"93,665",10500,0.425621774,0.095727529,,,5.909999847,"livonia , michigan","livonia , michigan",11.15999985,10187.0,0.643,73165.19,30200,32700
866,29200,28300,25400,Washtenaw Community College,"119,980",13054,0.391737892,0.117757791,,,6.739999771,"ann arbor , michigan","ann arbor , michigan",11.11999989,7961.0,0.6463,69488.83,28300,29200
867,24900,23300,19900,Wayne County Community College District,"670,031",13746,0.536202921,0.081916001,,,18.5,"detroit , michigan","detroit , michigan",10.71000004,10554.0,0.1696,47227.85,23300,24900
